,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2013-04-12,287.08123779296875,0.9998,0.084,0.781,0.135,328.1312561035156,328.1312561035156,283.5874938964844,98027744.0
2013-04-15,292.3812561035156,-0.9966,0.164,0.752,0.085,286.25,294.625,275.5,66559976.0
2013-04-16,287.03125,-0.96,0.129,0.793,0.078,289.875,290.75,285.875,14301736.0
2013-04-17,285.48126220703125,0.7111,0.069,0.837,0.094,287.5,288.9937438964844,281.25,15149144.0
2013-04-18,286.9624938964844,0.9822,0.037,0.82,0.143,285.79998779296875,290.375,285.1625061035156,13224368.0
2013-04-22,280.5687561035156,0.7246,0.115,0.749,0.136,286.45001220703125,286.625,277.9437561035156,15401288.0
2013-04-23,282.78125,-0.9907,0.201,0.781,0.018,281.25,283.82501220703125,280.54998779296875,7869960.0
2013-04-25,278.4624938964844,-0.9457,0.234,0.601,0.165,281.0,281.25,277.89373779296875,13762344.0
2013-04-26,276.5,0.9601,0.041,0.824,0.135,277.51251220703125,279.7250061035156,275.3125,11129584.0
2013-04-29,278.6625061035156,0.9817,0.007,0.877,0.116,275.75,281.1000061035156,273.25,8965680.0
2013-04-30,279.4312438964844,0.9437,0.014,0.854,0.132,279.25,280.29376220703125,277.7749938964844,8840720.0
2013-05-02,285.8374938964844,0.9142,0.0,0.934,0.066,279.5,286.4312438964844,279.5,9376184.0
2013-05-03,288.4937438964844,-0.9162,0.11,0.829,0.06,287.09375,290.5,284.7749938964844,9117192.0
2013-05-06,292.63751220703125,0.9835,0.028,0.85,0.122,289.375,293.125,289.375,6000104.0
2013-05-07,293.6000061035156,0.9865,0.006,0.887,0.107,293.75,294.375,290.59375,6983104.0
2013-05-08,293.83123779296875,0.9774,0.0,0.837,0.163,295.625,297.5,292.2562561035156,7278352.0
2013-05-09,295.17498779296875,0.6369,0.0,0.977,0.023,293.98748779296875,296.11248779296875,293.75,4561424.0
2013-05-10,296.4437561035156,0.8642,0.0,0.938,0.062,295.26251220703125,298.125,294.63751220703125,4534040.0
2013-05-13,292.45001220703125,0.9977,0.01,0.799,0.191,294.375,295.26873779296875,291.2875061035156,5014960.0
2013-05-14,293.7562561035156,0.8221,0.009,0.942,0.05,292.1625061035156,296.3500061035156,292.1625061035156,4484448.0
2013-05-15,295.0562438964844,0.993,0.021,0.846,0.133,294.125,296.5874938964844,293.42498779296875,8893176.0
2013-05-16,291.57501220703125,0.9314,0.038,0.889,0.072,294.1875,294.9750061035156,289.15625,6991752.0
2013-05-17,293.96875,0.9393,0.0,0.898,0.102,292.11248779296875,296.125,291.875,6431752.0
2013-05-20,296.5062561035156,-0.9518,0.1,0.841,0.059,293.25,297.875,293.0,8758288.0
2013-05-21,299.70001220703125,-0.9653,0.094,0.851,0.055,296.2749938964844,302.1312561035156,295.8687438964844,5660128.0
2013-05-22,298.1625061035156,0.9801,0.016,0.823,0.161,300.0,304.125,297.28125,6245672.0
2013-05-23,294.98126220703125,-0.9217,0.154,0.749,0.097,297.0,302.40625,294.51873779296875,5100584.0
2013-05-24,293.48748779296875,0.9899,0.015,0.795,0.19,295.20001220703125,298.125,291.75,3688648.0
2013-05-27,296.5874938964844,0.9394,0.0,0.912,0.088,292.6499938964844,298.25,291.2875061035156,3325168.0
2013-05-28,295.7749938964844,0.5318,0.027,0.921,0.051,296.25,297.5,294.20623779296875,4234952.0
2013-05-29,294.04998779296875,0.8574,0.01,0.927,0.062,296.25,298.875,291.625,5166528.0
2013-05-30,292.6812438964844,0.8845,0.014,0.909,0.076,291.6875,293.58123779296875,289.5625,6338632.0
2013-05-31,301.4624938964844,0.4993,0.02,0.944,0.036,292.75,304.36248779296875,292.75,18498304.0
2013-06-03,314.26251220703125,0.9998,0.032,0.832,0.135,315.625,328.125,309.39373779296875,33215248.0
2013-06-04,311.98748779296875,0.9964,0.044,0.846,0.11,311.25,314.9312438964844,307.95001220703125,11714560.0
2013-06-05,307.65625,0.9516,0.019,0.918,0.063,310.0,311.2749938964844,306.875,5078784.0
2013-06-06,303.70623779296875,0.9799,0.017,0.887,0.096,306.25,306.83123779296875,301.98748779296875,7509232.0
2013-06-07,305.8500061035156,0.983,0.05,0.829,0.121,303.125,309.11248779296875,302.5,6618168.0
2013-06-10,310.84375,0.9692,0.078,0.816,0.106,307.5,312.25,307.1499938964844,4289040.0
2013-06-11,309.4375,0.996,0.021,0.816,0.163,311.25,314.3125,308.23126220703125,5957704.0
2013-06-12,302.66876220703125,0.9624,0.015,0.919,0.066,307.78125,313.29998779296875,301.60626220703125,5927288.0
2013-06-13,297.48748779296875,0.9952,0.033,0.872,0.095,303.0,303.125,296.875,4154328.0
2013-06-14,299.3687438964844,0.9571,0.038,0.906,0.056,298.9624938964844,301.125,297.14373779296875,5584064.0
2013-06-17,302.82501220703125,0.9842,0.076,0.74,0.184,301.4312438964844,303.25,299.35626220703125,2720504.0
2013-06-18,305.8187561035156,0.9902,0.0,0.822,0.178,303.75,307.5,303.0874938964844,4284904.0
2013-06-19,304.79376220703125,0.9375,0.033,0.859,0.109,305.75,306.0874938964844,300.9125061035156,5836832.0
2013-06-20,296.13751220703125,0.9744,0.0,0.889,0.111,303.5,306.0,292.84375,6802928.0
2013-06-21,302.34375,0.9843,0.013,0.802,0.185,296.32501220703125,304.0,296.32501220703125,6161368.0
2013-06-24,297.54998779296875,0.4359,0.052,0.883,0.065,300.3125,300.40625,293.98748779296875,7336552.0
2013-06-25,296.73748779296875,0.9989,0.005,0.733,0.261,297.5,298.35626220703125,293.125,5790640.0
2013-06-26,299.92498779296875,0.9949,0.017,0.773,0.21,298.95001220703125,301.82501220703125,296.45623779296875,5567232.0
2013-06-27,310.3500061035156,0.9639,0.0,0.913,0.087,302.625,312.4937438964844,301.57501220703125,10670944.0
2013-06-28,312.35626220703125,0.9224,0.04,0.86,0.1,308.8999938964844,313.46875,303.0,11707392.0
2013-07-01,306.375,-0.6674,0.102,0.813,0.085,308.625,309.1875,305.13751220703125,4209080.0
2013-07-02,300.4937438964844,0.9811,0.033,0.795,0.172,306.01251220703125,307.9437561035156,300.0,5110832.0
2013-07-03,300.5625,0.9758,0.01,0.806,0.184,300.125,306.48748779296875,299.07501220703125,5349856.0
2013-07-04,308.5,0.8847,0.042,0.865,0.093,304.125,309.39373779296875,302.5,5210784.0
2013-07-05,307.0249938964844,0.8202,0.0,0.952,0.048,308.375,310.4437561035156,304.8374938964844,4337360.0
2013-07-08,308.51873779296875,0.7955,0.07,0.808,0.123,310.625,311.75,307.5625,5415168.0
2013-07-09,312.2749938964844,0.9945,0.046,0.82,0.133,310.125,314.25,310.125,8611368.0
2013-07-10,312.64373779296875,0.9724,0.035,0.888,0.077,313.125,315.0,311.625,6865416.0
2013-07-11,316.04376220703125,0.9524,0.042,0.899,0.059,316.875,320.4312438964844,313.71875,15704960.0
2013-07-12,350.5249938964844,1.0,0.019,0.833,0.149,347.64373779296875,363.2000122070313,343.75,52873040.0
2013-07-15,342.8374938964844,0.9971,0.025,0.822,0.152,348.1312561035156,348.75,341.0375061035156,12874240.0
2013-07-16,341.1000061035156,0.9914,0.014,0.838,0.148,337.7562561035156,346.32501220703125,335.1312561035156,6301536.0
2013-07-17,343.85626220703125,0.9751,0.008,0.878,0.114,341.45623779296875,344.79376220703125,341.45623779296875,6575048.0
2013-07-18,350.09375,0.9745,0.0,0.887,0.113,344.25,352.1875,342.35626220703125,13078696.0
2013-07-19,355.9312438964844,0.979,0.015,0.864,0.121,350.375,358.125,350.375,16402840.0
2013-07-22,359.59375,0.979,0.013,0.823,0.164,352.7749938964844,361.8624877929688,352.75,6751136.0
2013-07-23,362.7437438964844,0.9388,0.02,0.886,0.094,361.25,364.6437377929688,361.25,6168480.0
2013-07-24,363.5750122070313,0.9787,0.0,0.869,0.131,360.0,365.875,360.0,4875280.0
2013-07-25,364.4125061035156,0.9471,0.028,0.871,0.1,363.625,368.1687622070313,362.625,7177688.0
2013-07-26,364.1625061035156,0.9221,0.0,0.932,0.068,366.25,369.125,362.8250122070313,6899640.0
2013-07-29,365.1499938964844,0.9458,0.011,0.894,0.095,363.75,368.0,363.75,4362952.0
2013-07-30,369.4624938964844,0.9801,0.01,0.894,0.095,366.375,371.625,366.375,6336208.0
2013-07-31,371.2062377929688,0.9111,0.026,0.894,0.08,371.125,373.9500122070313,366.0249938964844,11807328.0
2013-08-01,371.8312377929688,0.919,0.0,0.917,0.083,373.5,374.3937377929688,369.59375,8690632.0
2013-08-02,376.1000061035156,0.9777,0.011,0.888,0.101,373.125,377.5,372.6375122070313,11962296.0
2013-08-05,376.1312561035156,0.9803,0.031,0.855,0.114,374.8500061035156,378.125,374.5625,8502784.0
2013-08-06,373.4187622070313,-0.9838,0.105,0.825,0.07,376.0,376.5,368.8812561035156,10031832.0
2013-08-07,370.4187622070313,0.3901,0.103,0.812,0.085,371.875,375.3500061035156,368.90625,6503608.0
2013-08-08,370.5687561035156,0.9874,0.005,0.854,0.141,367.5,372.25,367.5,5765368.0
2013-08-12,375.6749877929688,0.7033,0.071,0.819,0.11,372.0,377.5,371.375,7594376.0
2013-08-13,385.4500122070313,0.987,0.017,0.856,0.127,376.0125122070313,386.75,376.0,10334312.0
2013-08-14,383.7062377929688,0.9906,0.018,0.858,0.124,383.75,386.8624877929688,380.3187561035156,9211208.0
2013-08-16,372.2999877929688,0.9751,0.029,0.869,0.102,377.5,379.9937438964844,370.9562377929688,12087616.0
2013-08-19,375.625,0.9145,0.029,0.863,0.108,373.7625122070313,378.3687438964844,368.8687438964844,5259328.0
2013-08-20,375.8312377929688,0.9663,0.0,0.887,0.113,377.5,377.625,372.8125,10362056.0
2013-08-21,369.84375,0.9846,0.05,0.792,0.158,374.3500061035156,374.3500061035156,365.2625122070313,7526584.0
2013-08-22,377.5249938964844,0.9754,0.016,0.833,0.151,373.625,379.5562438964844,370.5,10965816.0
2013-08-23,375.0874938964844,0.9753,0.015,0.821,0.164,375.625,377.4937438964844,372.7875061035156,5498864.0
2013-08-26,378.8374938964844,0.6251,0.035,0.92,0.045,377.4937438964844,381.2312622070313,376.0625,5571544.0
2013-08-27,382.0062561035156,0.9821,0.027,0.851,0.122,379.0,385.0,378.9874877929688,8525552.0
2013-08-28,389.53125,0.5348,0.069,0.867,0.064,381.5,391.25,381.5,14329696.0
2013-08-29,388.0750122070313,0.9802,0.035,0.891,0.074,383.75,390.8687438964844,382.625,20086288.0
2013-08-30,388.2312622070313,0.9909,0.0,0.874,0.126,386.5,390.3624877929688,379.6875,12678560.0
2013-09-02,385.7374877929688,0.9624,0.0,0.842,0.158,384.6375122070313,390.9500122070313,383.0750122070313,5125040.0
2013-09-03,379.2124938964844,0.9959,0.022,0.827,0.151,384.0,386.8125,377.1000061035156,6267312.0
2013-09-04,389.0874938964844,0.9115,0.0,0.928,0.072,382.4624938964844,392.4874877929688,381.9500122070313,8979400.0
2013-09-05,375.6000061035156,0.9926,0.021,0.827,0.152,387.0874938964844,387.0874938964844,374.3875122070313,9457072.0
2013-09-06,378.6312561035156,0.9898,0.025,0.876,0.099,375.7374877929688,383.9874877929688,375.7374877929688,13465928.0
2013-09-10,394.8624877929688,0.9665,0.019,0.859,0.122,379.0,398.5,379.0,21879136.0
2013-09-11,389.8875122070313,0.9523,0.0,0.903,0.097,393.125,396.6187438964844,388.46875,9145680.0
2013-09-12,383.2312622070313,0.9387,0.041,0.883,0.076,388.125,389.8875122070313,381.0,6957440.0
2013-09-13,378.5062561035156,0.9652,0.043,0.818,0.139,382.53125,383.2312622070313,376.6625061035156,9255384.0
2013-09-16,374.1749877929688,0.9844,0.043,0.81,0.147,378.125,382.2437438964844,372.5125122070313,6332184.0
2013-09-17,377.8250122070313,0.9812,0.033,0.881,0.086,377.125,378.7437438964844,373.875,8027280.0
2013-09-18,377.1437377929688,0.975,0.032,0.848,0.121,378.125,378.65625,375.625,7439816.0
2013-09-19,377.375,0.9918,0.017,0.832,0.151,374.875,379.375,374.0375061035156,15327808.0
2013-09-20,374.3937377929688,0.9911,0.027,0.782,0.191,375.0,379.0,372.9375,7991712.0
2013-09-23,377.4249877929688,0.9509,0.013,0.883,0.104,375.625,380.4937438964844,375.1312561035156,8886376.0
2013-09-24,376.8875122070313,0.9191,0.0,0.921,0.079,378.75,378.875,374.6124877929688,11752256.0
2013-09-25,376.2062377929688,0.9762,0.0,0.837,0.163,378.9750061035156,379.375,374.0812377929688,8080776.0
2013-09-26,376.5375061035156,-0.9988,0.256,0.7,0.043,379.25,379.6062622070313,375.125,10682440.0
2013-09-27,375.8250122070313,-0.9148,0.146,0.776,0.078,378.0,381.375,373.875,5701568.0
2013-09-30,376.625,0.9668,0.025,0.876,0.099,377.5249938964844,381.875,374.6937561035156,8679184.0
2013-10-01,376.875,0.9861,0.017,0.853,0.13,378.75,379.7875061035156,375.375,5310216.0
2013-10-03,379.6437377929688,0.9918,0.003,0.891,0.106,379.375,380.875,377.5,14686712.0
2013-10-04,377.0499877929688,0.9911,0.011,0.876,0.113,378.28125,379.875,375.625,7352816.0
2013-10-07,377.7312622070313,0.9811,0.036,0.846,0.118,376.875,379.96875,375.7999877929688,9795344.0
2013-10-08,379.2687377929688,0.9854,0.008,0.857,0.136,380.0375061035156,381.5,377.7875061035156,17982912.0
2013-10-09,388.7312622070313,0.9868,0.0,0.867,0.133,378.375,391.4249877929688,376.25,17371792.0
2013-10-10,390.9500122070313,0.9974,0.039,0.842,0.119,390.6375122070313,395.1187438964844,386.34375,17434688.0
2013-10-11,409.3125,1.0,0.019,0.84,0.141,416.875,417.25,394.6000061035156,41290600.0
2013-10-14,415.5437622070313,0.9962,0.003,0.842,0.155,407.0,416.9437561035156,407.0,12231712.0
2013-10-15,419.3500061035156,0.9926,0.013,0.874,0.113,415.5,420.8812561035156,414.1000061035156,9221320.0
2013-10-17,408.5625,0.9863,0.033,0.816,0.151,416.2749938964844,419.7374877929688,407.5,11513008.0
2013-10-18,414.3187561035156,0.9316,0.028,0.912,0.06,410.75,415.4874877929688,407.625,10944776.0
2013-10-21,416.9312438964844,0.9977,0.019,0.722,0.26,416.625,422.2124938964844,408.1375122070313,9383368.0
2013-10-22,417.7937622070313,0.9837,0.018,0.855,0.127,417.25,420.5249938964844,415.6749877929688,7208760.0
2013-10-23,415.6000061035156,0.9671,0.0,0.874,0.126,415.0,417.3500061035156,409.875,6561584.0
2013-10-24,413.59375,0.9775,0.0,0.937,0.063,412.7875061035156,421.875,411.2562561035156,6480560.0
2013-10-25,416.4437561035156,0.991,0.023,0.807,0.17,416.0,418.75,413.2875061035156,6011344.0
2013-10-28,415.4312438964844,0.9853,0.009,0.842,0.148,414.6499938964844,416.8624877929688,411.6437377929688,3412448.0
2013-10-29,416.9500122070313,-0.7646,0.09,0.787,0.123,414.9375,420.6187438964844,413.34375,5200392.0
2013-10-30,415.4874877929688,-0.9996,0.167,0.747,0.086,413.875,417.3562622070313,413.4312438964844,5591088.0
2013-10-31,413.7374877929688,-0.9985,0.144,0.794,0.062,413.0375061035156,416.0,412.0249938964844,9687544.0
2013-11-01,409.5874938964844,-0.7106,0.073,0.86,0.067,412.5,414.375,408.6749877929688,6166704.0
2013-11-05,408.2312622070313,0.6751,0.036,0.892,0.073,406.5,411.3187561035156,404.125,5320232.0
2013-11-06,413.2687377929688,0.9131,0.055,0.829,0.116,409.4125061035156,414.0249938964844,409.4125061035156,3704664.0
2013-11-07,419.7000122070313,0.986,0.031,0.848,0.121,415.2062377929688,424.9937438964844,414.2000122070313,7192712.0
2013-11-08,420.0062561035156,0.8797,0.038,0.909,0.053,418.75,423.6499938964844,418.75,8616112.0
2013-11-11,420.3250122070313,0.9694,0.0,0.868,0.132,418.75,424.75,417.5125122070313,7803200.0
2013-11-12,417.1062622070313,0.9974,0.009,0.78,0.21,420.3125,421.875,416.0125122070313,6452184.0
2013-11-13,416.5062561035156,0.9921,0.007,0.785,0.208,414.5062561035156,419.8250122070313,414.5062561035156,4687512.0
2013-11-14,419.28125,0.9972,0.012,0.829,0.159,419.0375061035156,421.875,418.7562561035156,4343528.0
2013-11-18,425.5125122070313,0.9871,0.041,0.845,0.114,423.875,426.875,423.4812622070313,6326536.0
2013-11-19,430.3687438964844,0.9933,0.033,0.83,0.136,425.75,431.0,425.0062561035156,8975208.0
2013-11-20,425.2749938964844,0.9689,0.035,0.837,0.129,426.125,430.4125061035156,424.375,4306608.0
2013-11-21,418.0437622070313,0.9863,0.026,0.788,0.187,424.5,425.0,414.1375122070313,8495496.0
2013-11-22,418.4500122070313,0.9897,0.0,0.778,0.222,418.25,421.875,417.0,2720936.0
2013-11-25,415.75,0.8786,0.031,0.863,0.106,419.0,422.3500061035156,413.375,5707296.0
2013-11-26,414.5249938964844,0.9863,0.047,0.828,0.125,415.0,418.625,411.5812377929688,7321096.0
2013-11-27,411.6625061035156,0.938,0.053,0.842,0.105,415.0,416.9812622070313,410.7250061035156,6779624.0
2013-11-28,415.9750061035156,0.9593,0.04,0.814,0.145,412.6749877929688,417.25,408.125,7499968.0
2013-11-29,419.3187561035156,0.9778,0.014,0.833,0.153,417.0,420.75,413.75,5411560.0
2013-12-02,417.3374938964844,0.9764,0.023,0.845,0.132,419.0,422.1124877929688,415.6375122070313,4711376.0
2013-12-03,418.59375,0.9375,0.0,0.898,0.102,415.0,419.9375,415.0,7001240.0
2013-12-04,420.6687622070313,0.9833,0.01,0.843,0.147,418.75,423.25,417.1000061035156,8443120.0
2013-12-05,418.9125061035156,0.9754,0.01,0.846,0.143,422.5,424.875,417.75,6317072.0
2013-12-06,415.7250061035156,0.9544,0.018,0.806,0.176,417.3812561035156,418.625,414.7749938964844,6544848.0
2013-12-09,417.3500061035156,0.9947,0.006,0.841,0.154,420.625,423.0062561035156,415.1312561035156,8856632.0
2013-12-10,421.3562622070313,0.59,0.047,0.898,0.054,416.875,423.7312622070313,416.4437561035156,12345896.0
2013-12-11,421.7937622070313,0.4623,0.038,0.91,0.052,420.625,422.7124938964844,417.5,6256960.0
2013-12-12,420.4812622070313,0.9778,0.013,0.849,0.138,420.5499877929688,423.2124938964844,418.5,5520232.0
2013-12-13,421.7312622070313,0.997,0.014,0.854,0.133,418.125,422.5,418.125,8315624.0
2013-12-16,431.53125,0.9471,0.036,0.872,0.092,422.5,433.0,419.2250061035156,10117696.0
2013-12-17,432.0437622070313,0.9906,0.0,0.867,0.133,430.6375122070313,435.6124877929688,430.6375122070313,10713952.0
2013-12-18,432.1812438964844,0.9347,0.045,0.861,0.094,431.25,434.21875,430.9375,9183344.0
2013-12-19,439.03125,0.9488,0.049,0.88,0.071,432.8125,443.1187438964844,431.875,7331456.0
2013-12-20,443.9187622070313,0.9977,0.043,0.884,0.073,440.625,446.625,438.5499877929688,8685456.0
2013-12-23,433.5562438964844,0.9981,0.039,0.859,0.102,437.5,442.4874877929688,432.5687561035156,8845904.0
2013-12-24,435.7999877929688,0.9041,0.026,0.913,0.061,435.75,437.8624877929688,433.2625122070313,7109912.0
2013-12-26,440.0812377929688,0.9958,0.0,0.814,0.186,435.875,441.7999877929688,435.46875,6869928.0
2013-12-27,445.1625061035156,0.99,0.0,0.839,0.161,441.25,446.5,441.2437438964844,7382064.0
2013-12-30,437.7937622070313,0.9615,0.047,0.825,0.128,445.9624938964844,446.875,434.375,11863432.0
2013-12-31,435.7062377929688,0.9332,0.0,0.911,0.089,437.5,440.2124938964844,435.03125,3590808.0
2014-01-01,433.5,0.9914,0.0,0.893,0.107,436.5,437.375,432.7562561035156,1478688.0
2014-01-02,435.0687561035156,0.9822,0.021,0.886,0.093,432.90625,438.5,432.90625,4404744.0
2014-01-03,445.6437377929688,0.9928,0.0,0.933,0.067,434.375,446.875,431.78125,10046344.0
2014-01-06,439.7374877929688,0.9407,0.024,0.926,0.05,446.8875122070313,447.5625,433.5750122070313,11098328.0
2014-01-07,432.1437377929688,0.9658,0.026,0.889,0.085,439.8812561035156,440.7374877929688,430.8374938964844,7713688.0
2014-01-08,428.5125122070313,0.9688,0.029,0.878,0.093,432.625,434.375,427.625,8990392.0
2014-01-09,431.3500061035156,0.9929,0.028,0.88,0.092,430.0,435.25,427.2312622070313,12590808.0
2014-01-10,443.90625,1.0,0.023,0.806,0.171,436.25,446.875,431.0,30258176.0
2014-01-13,458.125,0.9976,0.031,0.872,0.097,447.75,459.375,447.75,17119912.0
2014-01-14,460.84375,0.9941,0.003,0.928,0.069,455.625,461.875,455.0562438964844,7425832.0
2014-01-15,464.0062561035156,0.9982,0.01,0.87,0.12,461.9125061035156,465.5437622070313,460.125,17130144.0
2014-01-16,465.6312561035156,0.9947,0.011,0.883,0.106,462.375,467.1812438964844,461.7062377929688,17608232.0
2014-01-17,466.21875,0.9949,0.012,0.875,0.113,466.125,470.5812377929688,465.0,25667896.0
2014-01-20,468.6625061035156,0.9941,0.012,0.89,0.098,464.0,469.9937438964844,463.0562438964844,9761944.0
2014-01-21,469.7937622070313,0.9835,0.013,0.929,0.058,468.75,471.25,464.7937622070313,12102464.0
2014-01-22,470.7374877929688,0.9931,0.008,0.909,0.083,467.6499938964844,472.25,467.5062561035156,6769760.0
2014-01-23,474.0625,0.978,0.013,0.929,0.058,473.0125122070313,474.875,470.1062622070313,7907344.0
2014-01-24,469.7687377929688,0.9904,0.007,0.93,0.062,470.625,474.6187438964844,469.3374938964844,6876584.0
2014-01-27,466.5249938964844,0.9662,0.01,0.938,0.052,465.0,470.4874877929688,463.8999938964844,8099048.0
2014-01-28,459.3875122070313,0.9921,0.017,0.896,0.087,463.375,463.5874938964844,458.3562622070313,14108544.0
2014-01-29,464.7250061035156,0.6767,0.01,0.953,0.037,458.25,467.9624938964844,456.7062377929688,8102080.0
2014-01-30,463.03125,0.9732,0.01,0.871,0.119,462.9624938964844,464.5874938964844,457.5,7183632.0
2014-01-31,462.6375122070313,0.9217,0.027,0.903,0.07,462.5,467.46875,460.8187561035156,5369928.0
2014-02-03,453.6437377929688,0.9875,0.008,0.845,0.148,460.625,461.5,453.1000061035156,4384112.0
2014-02-04,445.1375122070313,0.9531,0.01,0.885,0.105,447.625,448.9937438964844,443.3187561035156,4535112.0
2014-02-05,447.65625,0.971,0.008,0.854,0.137,447.5,448.625,442.84375,4326992.0
2014-02-06,445.4624938964844,0.9984,0.003,0.786,0.211,446.5,447.875,442.625,5749904.0
2014-02-07,445.8187561035156,0.9721,0.043,0.857,0.1,448.375,450.2312622070313,443.6062622070313,7551456.0
2014-02-10,446.7250061035156,0.8554,0.051,0.858,0.091,447.4874877929688,448.25,444.6875,6049424.0
2014-02-11,449.53125,0.9786,0.0,0.847,0.153,448.0,452.75,446.6875,5833592.0
2014-02-12,450.0125122070313,0.8534,0.0,0.934,0.066,450.0625,453.4312438964844,449.1499938964844,4208712.0
2014-02-13,448.2250061035156,0.963,0.019,0.841,0.14,450.6000061035156,452.2437438964844,447.5062561035156,3588320.0
2014-02-14,455.5375061035156,0.9738,0.022,0.869,0.109,451.9437561035156,458.0,450.40625,5962168.0
2014-02-17,457.2687377929688,0.9927,0.013,0.847,0.141,460.625,460.625,456.1062622070313,13569920.0
2014-02-18,460.25,0.9983,0.021,0.834,0.145,455.875,461.8250122070313,455.875,4978240.0
2014-02-19,469.1749877929688,0.9979,0.044,0.837,0.12,461.9562377929688,470.25,461.8875122070313,7064304.0
2014-02-20,463.90625,0.9649,0.078,0.815,0.107,468.1124877929688,468.1124877929688,463.25,8816848.0
2014-02-21,468.8374938964844,0.9832,0.014,0.883,0.104,467.0,469.4249877929688,465.90625,5517984.0
2014-02-24,468.7374877929688,0.9962,0.0,0.877,0.123,468.25,469.2124938964844,466.25,4357608.0
2014-02-25,472.8624877929688,0.9787,0.015,0.858,0.127,469.375,474.0125122070313,469.375,8099512.0
2014-02-26,475.9375,0.9435,0.009,0.926,0.064,472.5,477.2250061035156,471.5125122070313,7352168.0
2014-02-28,478.1062622070313,0.9916,0.006,0.868,0.126,470.1375122070313,479.6437377929688,470.1375122070313,9839496.0
2014-03-03,474.78125,0.9757,0.03,0.806,0.164,478.125,481.2437438964844,473.9937438964844,7204176.0
2014-03-04,474.9437561035156,0.7506,0.042,0.86,0.098,471.25,478.0562438964844,470.2374877929688,6937912.0
2014-03-05,477.7124938964844,0.9759,0.024,0.838,0.138,478.4874877929688,480.5499877929688,476.2374877929688,4943504.0
2014-03-06,478.9874877929688,0.9905,0.0,0.791,0.209,479.75,481.2437438964844,477.1687622070313,6226312.0
2014-03-07,467.5375061035156,0.9918,0.034,0.812,0.155,478.375,479.25,463.5375061035156,15072744.0
2014-03-10,458.9500122070313,0.9214,0.013,0.948,0.04,466.2124938964844,466.2124938964844,455.6625061035156,7432472.0
2014-03-11,459.4187622070313,0.9915,0.033,0.846,0.122,456.625,463.6124877929688,453.8812561035156,4124272.0
2014-03-12,458.9125061035156,0.9957,0.044,0.879,0.077,459.1749877929688,462.9187622070313,456.5,3940104.0
2014-03-13,419.7000122070313,0.9827,0.098,0.79,0.111,427.5,429.9874877929688,417.5,40790880.0
2014-03-14,424.2687377929688,0.9932,0.072,0.754,0.174,417.5,425.4874877929688,416.8812561035156,11167544.0
2014-03-18,418.8187561035156,0.9945,0.017,0.852,0.131,425.0,426.4874877929688,417.5,11804312.0
2014-03-19,408.96875,0.6738,0.061,0.861,0.078,418.75,419.7312622070313,404.84375,15777848.0
2014-03-20,412.8812561035156,0.9883,0.045,0.86,0.095,408.75,418.6875,408.75,8023032.0
2014-03-21,413.2062377929688,0.9914,0.072,0.794,0.134,416.25,417.25,408.8125,12380320.0
2014-03-24,409.4750061035156,-0.7657,0.039,0.935,0.027,409.0249938964844,414.8062438964844,408.75,8160344.0
2014-03-25,406.7999877929688,0.983,0.0,0.882,0.118,406.0,409.9624938964844,405.75,7548064.0
2014-03-26,406.1124877929688,-0.54,0.064,0.879,0.057,407.5,408.6187438964844,403.8250122070313,8458568.0
2014-03-27,403.8812561035156,0.9817,0.051,0.803,0.146,406.0,407.8624877929688,401.9937438964844,13599368.0
2014-03-28,407.8250122070313,0.9993,0.03,0.804,0.166,405.0125122070313,409.875,403.4125061035156,7146824.0
2014-03-31,410.3500061035156,0.9815,0.033,0.844,0.122,410.6625061035156,413.1187438964844,403.7562561035156,9176928.0
2014-04-01,414.2437438964844,0.954,0.039,0.86,0.101,410.3812561035156,415.625,409.375,8628352.0
2014-04-02,415.2562561035156,0.9931,0.006,0.851,0.142,418.6000061035156,418.75,413.8125,5644400.0
2014-04-03,417.2687377929688,0.9386,0.0,0.909,0.091,417.4375,418.5,414.8812561035156,4700216.0
2014-04-04,414.5062561035156,0.9929,0.007,0.814,0.18,418.875,419.5,413.2625122070313,3925584.0
2014-04-07,411.6749877929688,0.9942,0.026,0.81,0.164,412.25,414.3062438964844,407.0,7097544.0
2014-04-09,406.8187561035156,0.9701,0.038,0.836,0.126,410.1312561035156,413.7250061035156,403.8125,10664680.0
2014-04-10,400.1499938964844,0.9625,0.06,0.791,0.149,406.8125,407.21875,398.2687377929688,21263240.0
2014-04-11,404.3937377929688,0.9983,0.018,0.904,0.078,401.25,406.9500122070313,395.625,18678336.0
2014-04-15,407.4750061035156,1.0,0.037,0.842,0.121,416.5249938964844,423.5,405.9375,20782384.0
2014-04-16,394.6625061035156,0.9968,0.046,0.832,0.122,405.2437438964844,405.2437438964844,393.4375,13198304.0
2014-04-17,399.0062561035156,0.9941,0.017,0.883,0.1,397.5,401.2562561035156,394.7937622070313,8391912.0
2014-04-21,397.8687438964844,0.9783,0.035,0.852,0.113,401.25,402.5,396.25,6119624.0
2014-04-22,393.8312377929688,0.9032,0.021,0.899,0.08,396.5062561035156,400.0,392.7999877929688,6626896.0
2014-04-23,396.5812377929688,0.9907,0.022,0.863,0.115,396.7562561035156,398.9812622070313,395.5,12016720.0
