,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2016-05-31,624.3250122070312,0.9209,0.02,0.915,0.065,632.5,633.375,619.5,13782038.0
2016-06-01,629.0999755859375,0.9804,0.022,0.883,0.095,623.0250244140625,634.25,623.0,4840534.0
2016-06-02,630.7750244140625,0.9887,0.046,0.82,0.135,627.5,637.4500122070312,627.0,5053552.0
2016-06-03,633.4500122070312,0.9891,0.027,0.846,0.127,630.0250244140625,639.6500244140625,630.0250244140625,3998380.0
2016-06-06,633.375,0.9925,0.019,0.878,0.103,632.4500122070312,638.5,630.5499877929688,4225768.0
2016-06-07,628.7000122070312,0.9947,0.018,0.852,0.13,633.5,636.25,627.5499877929688,5692420.0
2016-06-08,619.0499877929688,0.9904,0.016,0.832,0.152,631.9749755859375,631.9749755859375,617.6749877929688,8741370.0
2016-06-09,592.75,0.9992,0.037,0.833,0.13,613.125,613.125,590.0250244140625,12740804.0
2016-06-10,590.2999877929688,0.9864,0.035,0.845,0.12,587.7000122070312,595.0,585.0499877929688,6383956.0
2016-06-13,590.4500122070312,0.9945,0.013,0.804,0.183,588.4000244140625,592.4500122070312,583.0,5286722.0
2016-06-14,587.5,0.9569,0.02,0.874,0.106,591.2000122070312,591.2000122070312,583.625,2940728.0
2016-06-15,594.9749755859375,0.9766,0.025,0.88,0.096,591.8499755859375,596.3250122070312,589.5250244140625,6711572.0
2016-06-16,593.0,0.9979,0.016,0.821,0.163,594.75,594.75,585.0499877929688,5302564.0
2016-06-17,589.75,0.9976,0.011,0.858,0.131,594.5,596.375,587.5499877929688,8515082.0
2016-06-20,604.375,0.9953,0.017,0.739,0.244,590.5,605.9000244140625,589.8499755859375,6229566.0
2016-06-21,603.0499877929688,0.989,0.015,0.839,0.146,605.5999755859375,607.4000244140625,597.8250122070312,4761724.0
2016-06-22,599.75,0.9016,0.023,0.903,0.074,602.0,605.9749755859375,594.0750122070312,3031258.0
2016-06-23,605.7999877929688,0.9757,0.017,0.866,0.117,598.6500244140625,607.4249877929688,596.6749877929688,3828626.0
2016-06-24,597.2750244140625,-0.9999,0.26,0.696,0.045,594.0,599.5,580.0,7808348.0
2016-06-27,583.0999755859375,-0.9992,0.183,0.774,0.043,586.0250244140625,591.5999755859375,580.0,5583778.0
2016-06-28,579.5750122070312,0.9233,0.089,0.8,0.111,581.4000244140625,586.25,577.5499877929688,7655974.0
2016-06-29,588.4249877929688,-0.995,0.143,0.776,0.082,584.5,589.9500122070312,580.0999755859375,5459150.0
2016-06-30,585.4000244140625,-0.9975,0.213,0.695,0.091,590.25,592.25,583.9749755859375,9346224.0
2016-07-01,586.2000122070312,-0.9947,0.148,0.771,0.082,590.0,590.0,585.0499877929688,3991912.0
2016-07-04,591.9749755859375,-0.8253,0.126,0.743,0.131,588.0999755859375,597.2999877929688,588.0999755859375,5381322.0
2016-07-05,587.7249755859375,0.9952,0.074,0.753,0.172,592.5,593.75,585.5250244140625,3596416.0
2016-07-07,578.625,0.9793,0.052,0.818,0.13,584.3499755859375,585.5,577.5,5954876.0
2016-07-08,579.0999755859375,0.9878,0.045,0.823,0.132,581.5,583.5,576.75,5551648.0
2016-07-11,587.5250244140625,0.969,0.0,0.901,0.099,583.7000122070312,589.3499755859375,580.0,6668882.0
2016-07-12,588.2750244140625,0.9667,0.053,0.821,0.126,590.0,590.1749877929688,584.0,6197368.0
2016-07-13,596.9000244140625,-0.8354,0.121,0.741,0.138,590.0,597.9000244140625,587.5999755859375,5275420.0
2016-07-14,588.125,0.9973,0.038,0.82,0.142,597.5,598.0250244140625,582.0,7413328.0
2016-07-15,536.2750244140625,0.9998,0.072,0.83,0.098,594.75,594.9500122070312,526.0,61484126.0
2016-07-18,540.9749755859375,0.9472,0.094,0.791,0.115,538.625,542.4500122070312,527.5750122070312,14332824.0
2016-07-19,543.4749755859375,0.5693,0.093,0.803,0.105,544.2999877929688,545.0,537.0499877929688,10404644.0
2016-07-20,541.5499877929688,0.8789,0.053,0.866,0.081,535.0,544.9500122070312,535.0,9822896.0
2016-07-21,539.9500122070312,0.9841,0.044,0.823,0.133,539.5,543.5999755859375,537.7999877929688,8668002.0
2016-07-22,536.2249755859375,0.9875,0.0,0.832,0.168,535.0,539.9500122070312,533.3499755859375,9386538.0
2016-07-25,540.4249877929688,0.9932,0.011,0.847,0.142,531.5,541.625,531.5,8469552.0
2016-07-26,544.3499755859375,0.9976,0.009,0.807,0.184,535.1749877929688,544.9500122070312,535.1749877929688,7189610.0
2016-07-27,542.6749877929688,0.9854,0.031,0.847,0.121,542.3499755859375,548.25,539.2750244140625,7431820.0
2016-07-28,538.75,0.98,0.024,0.83,0.146,542.7000122070312,543.4749755859375,537.0250244140625,11258562.0
2016-07-29,536.9249877929688,0.9947,0.0,0.834,0.166,536.2999877929688,538.375,533.25,8156784.0
2016-08-01,542.625,0.9405,0.029,0.882,0.089,535.75,543.9249877929688,534.1749877929688,9096662.0
2016-08-02,541.9000244140625,0.9883,0.01,0.812,0.178,539.9500122070312,542.5,537.5,6822502.0
2016-08-03,542.4500122070312,0.9645,0.01,0.929,0.061,542.8250122070312,543.25,535.1500244140625,7213460.0
2016-08-04,535.9000244140625,0.9941,0.004,0.86,0.136,543.2000122070312,543.4500122070312,535.0250244140625,4237278.0
2016-08-05,534.0,0.9919,0.0,0.826,0.174,536.0,536.7249755859375,530.0,5609968.0
2016-08-08,539.3499755859375,0.8934,0.051,0.831,0.118,534.5,540.5,531.2750244140625,4643064.0
2016-08-09,541.7000122070312,0.9474,0.0,0.857,0.143,538.5,542.25,535.75,7192664.0
2016-08-10,541.1749877929688,0.9799,0.012,0.838,0.15,538.0,543.9500122070312,537.5999755859375,5576454.0
2016-08-11,538.6749877929688,0.9911,0.023,0.86,0.117,540.8499755859375,547.5,537.625,5038552.0
2016-08-12,531.2750244140625,0.9918,0.011,0.828,0.161,537.5250244140625,539.4000244140625,530.0,7449928.0
2016-08-16,525.9000244140625,-0.9979,0.13,0.798,0.072,521.0,529.0250244140625,514.0,16429408.0
2016-08-17,516.6500244140625,0.9926,0.042,0.873,0.086,524.9749755859375,526.3250122070312,515.25,6599316.0
2016-08-18,511.7000122070313,0.9292,0.046,0.867,0.087,518.25,519.5499877929688,510.75,8434000.0
2016-08-19,510.6499938964844,0.9942,0.036,0.777,0.187,515.0,519.5,509.2250061035156,5686016.0
2016-08-22,507.7250061035156,0.8374,0.097,0.799,0.104,509.0,515.0,504.5499877929688,10253518.0
2016-08-23,519.8250122070312,0.9696,0.075,0.803,0.122,510.0499877929688,521.0,510.0499877929688,7406138.0
2016-08-24,528.7000122070312,0.9324,0.032,0.883,0.086,523.5,531.0250244140625,523.5,6129966.0
2016-08-25,518.0750122070312,0.995,0.029,0.838,0.133,527.5,528.7999877929688,516.0499877929688,4796562.0
2016-08-26,510.125,0.9996,0.043,0.827,0.131,518.0,523.0,508.5249938964844,6881054.0
2016-08-29,511.3999938964844,0.992,0.045,0.835,0.12,508.7999877929688,515.0,505.5,5220282.0
2016-08-30,520.2000122070312,0.9963,0.0,0.823,0.177,516.2249755859375,522.5,512.5,4375438.0
2016-08-31,517.9249877929688,0.9917,0.031,0.82,0.149,518.5499877929688,522.875,513.9000244140625,11139814.0
2016-09-01,518.7750244140625,0.9859,0.024,0.852,0.124,519.0,520.2249755859375,516.0,2877826.0
2016-09-02,515.9249877929688,0.9933,0.0,0.852,0.148,519.5250244140625,520.0,513.0999755859375,3332592.0
2016-09-06,522.5,0.9922,0.013,0.849,0.139,519.125,524.4500122070312,517.7999877929688,8215044.0
2016-09-07,527.1749877929688,0.9835,0.013,0.851,0.136,524.0,529.5,522.0,7425470.0
2016-09-08,518.8250122070312,0.9724,0.054,0.841,0.104,522.5,522.5,512.0,9092774.0
2016-09-09,517.75,0.9787,0.022,0.879,0.099,518.5,520.5,513.2750244140625,5053438.0
2016-09-12,527.0,0.9967,0.013,0.813,0.175,512.625,529.0,512.625,6203096.0
2016-09-14,522.7999877929688,0.867,0.054,0.85,0.096,526.9749755859375,528.9000244140625,520.3250122070312,5152418.0
2016-09-15,521.0999755859375,0.9869,0.068,0.818,0.113,522.7999877929688,523.4000244140625,517.6749877929688,4701722.0
2016-09-16,530.0750122070312,0.9837,0.058,0.831,0.111,524.5,532.25,519.0499877929688,9949384.0
2016-09-19,530.5999755859375,0.9984,0.068,0.778,0.154,523.0,534.4500122070312,520.6749877929688,5809154.0
2016-09-20,525.0750122070312,0.9994,0.02,0.825,0.155,526.6500244140625,528.5750122070312,522.875,4214004.0
2016-09-21,527.875,0.9994,0.017,0.864,0.119,527.0,530.625,525.5250244140625,4231532.0
2016-09-22,529.4000244140625,0.9985,0.025,0.845,0.13,529.5,530.5,526.0,3629514.0
2016-09-23,521.2750244140625,0.9923,0.016,0.879,0.106,528.5,529.4000244140625,520.0,5205294.0
2016-09-26,517.9500122070312,0.9962,0.019,0.795,0.186,521.375,522.0,515.5,6371798.0
2016-09-27,519.875,0.8825,0.043,0.881,0.076,517.5250244140625,524.9500122070312,516.6749877929688,6525660.0
2016-09-28,519.4749755859375,0.9964,0.031,0.845,0.125,520.0,521.1500244140625,516.625,5434708.0
2016-09-29,514.5999755859375,0.9967,0.028,0.828,0.145,522.4749755859375,522.4749755859375,512.0,8902638.0
2016-09-30,518.0250244140625,0.9937,0.013,0.801,0.186,515.5499877929688,521.9500122070312,515.5499877929688,6502354.0
2016-10-03,519.0499877929688,0.9274,0.041,0.846,0.113,517.75,520.0,513.0499877929688,3656160.0
2016-10-04,524.5999755859375,0.9808,0.004,0.897,0.099,520.0,525.7000122070312,519.1500244140625,5066586.0
2016-10-05,520.75,0.9875,0.025,0.852,0.123,524.5999755859375,524.9249877929688,518.5,2307574.0
2016-10-06,513.7000122070312,0.9621,0.056,0.847,0.098,522.5,522.5,512.9749755859375,3721882.0
2016-10-07,506.2749938964844,0.9719,0.03,0.878,0.092,514.9749755859375,516.9000244140625,505.0499877929688,6288558.0
2016-10-10,514.9749755859375,-0.9766,0.184,0.712,0.104,508.5,515.875,505.0,5413170.0
2016-10-13,526.1749877929688,0.9704,0.027,0.9,0.074,510.7000122070313,529.0,510.7000122070313,9778690.0
2016-10-14,513.5750122070312,0.9998,0.076,0.809,0.115,526.4500122070312,541.3499755859375,498.125,33461690.0
2016-10-17,511.2000122070313,0.9031,0.026,0.925,0.049,517.4749755859375,520.9000244140625,508.6749877929688,8014858.0
2016-10-18,519.5250244140625,0.9795,0.04,0.855,0.105,515.0,520.25,513.6500244140625,6388134.0
2016-10-19,520.9000244140625,0.9724,0.0,0.884,0.116,521.0,522.8499755859375,518.0,3509836.0
2016-10-20,518.3250122070312,0.9922,0.017,0.817,0.166,522.375,525.3499755859375,516.9000244140625,3535490.0
2016-10-21,519.1500244140625,0.981,0.066,0.816,0.117,517.5,520.5,511.25,3863620.0
2016-10-24,513.5499877929688,0.9747,0.025,0.903,0.072,518.75,521.3499755859375,512.75,2902974.0
2016-10-25,508.6000061035156,0.9874,0.019,0.894,0.088,518.25,519.4500122070312,507.6000061035156,5636014.0
2016-10-26,507.1000061035156,0.9896,0.013,0.854,0.133,508.5,509.9249877929688,504.6499938964844,2775216.0
2016-10-27,501.75,0.996,0.015,0.809,0.176,508.9500122070313,508.9750061035156,500.5499877929688,7227790.0
2016-10-28,498.75,0.9953,0.033,0.741,0.226,502.6000061035156,505.0,496.5750122070313,5840706.0
2016-11-01,494.7250061035156,0.953,0.048,0.76,0.192,503.3999938964844,503.3999938964844,493.2000122070313,6332798.0
2016-11-02,490.5249938964844,0.9905,0.0,0.741,0.259,492.3999938964844,493.75,490.0,5377194.0
2016-11-03,483.4249877929688,-0.9437,0.137,0.788,0.075,490.5249938964844,491.0,482.5499877929688,5225108.0
2016-11-04,485.5,0.9696,0.009,0.891,0.099,483.5,489.6000061035156,480.5,6005548.0
2016-11-07,488.9750061035156,0.9834,0.011,0.819,0.171,492.5,493.0,487.5,4537672.0
2016-11-08,491.2999877929688,0.9844,0.023,0.839,0.138,493.4500122070313,493.875,485.2999877929688,5261108.0
2016-11-09,479.1499938964844,0.9938,0.039,0.794,0.167,465.0,487.2999877929688,450.5,12764158.0
2016-11-10,469.7000122070313,0.9943,0.019,0.814,0.167,481.25,481.25,467.5,7287330.0
2016-11-11,460.7749938964844,0.9453,0.064,0.829,0.107,470.0,472.5,459.3500061035156,7096782.0
2016-11-15,461.7749938964844,0.9905,0.018,0.899,0.083,462.0,469.9750061035156,454.2749938964844,9235850.0
2016-11-16,470.4500122070313,0.9956,0.05,0.834,0.116,465.0,478.4249877929688,464.2749938964844,12222616.0
2016-11-17,464.8999938964844,0.9981,0.017,0.809,0.175,467.125,474.5,463.2000122070313,5706730.0
2016-11-18,460.0,0.997,0.03,0.86,0.11,465.0,466.625,458.75,6040228.0
2016-11-21,455.5499877929688,0.9957,0.033,0.806,0.161,463.4500122070313,463.4500122070313,453.4750061035156,7940568.0
2016-11-22,457.1000061035156,0.9758,0.031,0.865,0.103,458.4500122070313,464.3250122070313,455.8250122070313,5483126.0
2016-11-23,460.125,0.9969,0.022,0.834,0.144,461.0499877929688,461.4500122070313,456.2250061035156,8251786.0
2016-11-24,465.1499938964844,0.9952,0.052,0.816,0.133,464.1000061035156,469.9500122070313,461.6499938964844,16780644.0
2016-11-25,488.75,0.996,0.029,0.82,0.151,465.2250061035156,492.5,465.2250061035156,12631380.0
2016-11-28,489.875,0.9907,0.027,0.87,0.103,489.6499938964844,491.7250061035156,485.2999877929688,7365712.0
2016-11-29,486.2999877929688,0.9983,0.0,0.867,0.133,489.3999938964844,492.3500061035156,483.5499877929688,6125506.0
2016-11-30,487.7749938964844,0.9964,0.01,0.838,0.152,486.5,488.5,480.5249938964844,8500918.0
2016-12-01,487.7999877929688,0.9505,0.04,0.866,0.094,488.0,491.7749938964844,483.5,4611590.0
2016-12-02,482.25,0.8516,0.091,0.807,0.103,482.3999938964844,484.7999877929688,480.5499877929688,4453228.0
2016-12-05,480.8250122070313,0.9516,0.035,0.871,0.094,482.9500122070313,484.2999877929688,479.0,3659576.0
2016-12-06,483.25,0.8762,0.041,0.86,0.099,480.8999938964844,489.75,480.8250122070313,3562110.0
2016-12-07,483.2000122070313,0.9835,0.01,0.877,0.113,484.0,486.5,480.1000061035156,3385980.0
2016-12-08,492.3250122070313,0.989,0.016,0.836,0.148,485.0249938964844,493.0499877929688,485.0249938964844,5941662.0
2016-12-09,494.6749877929688,0.934,0.041,0.847,0.113,492.5,504.0750122070313,490.75,8648384.0
2016-12-12,488.6749877929688,0.9926,0.035,0.818,0.146,491.3999938964844,491.3999938964844,482.6000061035156,5345020.0
2016-12-13,495.1000061035156,0.9934,0.0,0.789,0.211,490.25,496.4249877929688,485.5499877929688,4854282.0
2016-12-14,499.875,0.9914,0.02,0.826,0.154,495.5,502.4750061035156,492.0499877929688,5382614.0
2016-12-15,496.1749877929688,0.9958,0.005,0.868,0.127,498.7000122070313,509.4750061035156,494.5,7966416.0
2016-12-16,502.5750122070313,0.9896,0.011,0.856,0.133,501.8999938964844,504.8500061035156,498.875,6436742.0
2016-12-19,502.3250122070313,0.993,0.0,0.834,0.166,503.0499877929688,504.125,497.0499877929688,4124134.0
2016-12-20,506.0750122070313,0.9884,0.009,0.824,0.167,501.0,509.5,500.6499938964844,7636498.0
2016-12-21,500.7749938964844,0.6342,0.035,0.916,0.049,508.0,511.0,499.125,7343976.0
2016-12-22,492.3500061035156,0.964,0.0,0.902,0.098,501.25,503.5,484.75,7060054.0
2016-12-23,494.2250061035156,0.8116,0.053,0.845,0.102,492.4500122070313,503.2999877929688,486.7999877929688,7306036.0
2016-12-26,491.375,0.8807,0.011,0.907,0.082,494.0,497.0,487.5499877929688,3213828.0
2016-12-27,499.4750061035156,0.9857,0.009,0.846,0.145,491.375,500.9500122070313,490.0,4912816.0
2016-12-28,499.25,0.9773,0.025,0.871,0.104,501.4750061035156,504.8999938964844,497.5,5476816.0
2016-12-29,496.1749877929688,0.9618,0.012,0.882,0.106,501.875,504.0,494.0750122070313,6240124.0
2016-12-30,505.2999877929688,0.9134,0.038,0.858,0.104,499.0,506.0,496.375,7267768.0
2017-01-02,500.5499877929688,0.9665,0.048,0.863,0.089,505.5499877929688,506.4750061035156,499.6749877929688,2335222.0
2017-01-03,496.9249877929688,-0.1298,0.103,0.802,0.095,502.0499877929688,502.4500122070313,491.0,6778482.0
2017-01-04,498.875,0.9826,0.046,0.8,0.155,497.5249938964844,502.1000061035156,496.125,7073586.0
2017-01-05,498.0750122070313,0.9859,0.022,0.845,0.133,500.7999877929688,504.75,494.375,8207074.0
2017-01-06,486.125,0.9478,0.031,0.902,0.067,497.4500122070313,499.4249877929688,484.0249938964844,14393448.0
2017-01-09,485.1749877929688,0.9889,0.029,0.825,0.146,486.125,488.4750061035156,482.5,10545692.0
2017-01-10,485.2749938964844,0.9807,0.004,0.906,0.09,488.5,490.5,483.9750061035156,11939854.0
2017-01-11,484.5499877929688,0.9806,0.02,0.863,0.117,487.1000061035156,489.2250061035156,481.9750061035156,12241574.0
2017-01-12,500.0249938964844,0.9982,0.018,0.834,0.148,488.7749938964844,502.2000122070313,488.7749938964844,11855740.0
2017-01-13,487.8999938964844,1.0,0.026,0.839,0.135,515.0,520.0,481.3500061035156,31276246.0
2017-01-16,477.8250122070313,0.6429,0.084,0.827,0.089,482.5,482.7250061035156,476.2250061035156,12351372.0
2017-01-17,477.7000122070313,0.9995,0.009,0.866,0.124,478.125,482.0,476.2000122070313,5560094.0
2017-01-18,475.3999938964844,0.9987,0.031,0.855,0.114,479.0499877929688,480.5,474.8999938964844,5952962.0
2017-01-19,479.0499877929688,0.9991,0.034,0.843,0.122,475.5,479.7999877929688,474.0499877929688,8876480.0
2017-01-20,474.3500061035156,0.9916,0.028,0.894,0.078,475.0,476.5750122070313,473.0,9124742.0
2017-01-23,476.3500061035156,0.985,0.0,0.889,0.111,472.5,479.0,470.0,7948580.0
2017-01-24,472.7749938964844,0.9924,0.018,0.828,0.153,475.0,475.0,470.0499877929688,6826010.0
2017-01-25,468.2999877929688,0.9854,0.017,0.847,0.136,473.0499877929688,473.3999938964844,467.3999938964844,9978090.0
2017-01-27,471.0750122070313,0.984,0.01,0.855,0.135,466.9249877929688,473.7749938964844,450.5750122070313,10635138.0
2017-01-30,474.6749877929688,-1.0,0.369,0.589,0.043,468.75,475.75,464.4249877929688,11369208.0
2017-01-31,464.2999877929688,-0.9994,0.15,0.798,0.053,470.75,470.75,452.1749877929688,24068534.0
2017-02-01,458.375,-0.994,0.173,0.706,0.121,460.5499877929688,461.6000061035156,452.5750122070313,11531782.0
2017-02-02,467.9500122070313,0.7141,0.079,0.815,0.106,458.5,472.5,455.0499877929688,11828268.0
2017-02-03,468.0499877929688,-0.5165,0.082,0.825,0.094,466.8999938964844,470.4500122070313,460.5249938964844,8423958.0
2017-02-06,467.625,-0.6189,0.07,0.859,0.071,468.625,471.875,465.2749938964844,6727934.0
2017-02-07,471.125,0.9976,0.027,0.851,0.122,466.5,474.8999938964844,464.2749938964844,9268002.0
2017-02-08,468.25,-0.9638,0.066,0.883,0.051,468.0,472.0499877929688,466.2250061035156,6319962.0
2017-02-09,473.0,0.9943,0.069,0.845,0.085,468.5,475.0,468.2749938964844,11907266.0
2017-02-10,484.1499938964844,-0.9987,0.091,0.844,0.065,473.125,486.0,471.6499938964844,12252452.0
2017-02-13,492.1749877929688,0.9999,0.082,0.814,0.104,486.4249877929688,493.0499877929688,481.4249877929688,13724268.0
2017-02-14,493.8500061035156,-0.9867,0.107,0.8,0.093,490.0,494.5,486.1749877929688,9338818.0
2017-02-15,490.8999938964844,-0.662,0.073,0.859,0.068,494.6000061035156,499.3999938964844,484.3999938964844,7259486.0
2017-02-16,506.0499877929688,0.9934,0.036,0.884,0.08,495.5,506.9500122070313,495.0249938964844,12815858.0
2017-02-17,500.0499877929688,0.9561,0.05,0.874,0.077,506.875,506.875,496.3500061035156,4851208.0
2017-02-20,505.125,0.9907,0.049,0.867,0.084,498.25,515.5,496.75,4650662.0
2017-02-21,506.7999877929688,-0.8429,0.082,0.842,0.075,511.0499877929688,512.25,500.0249938964844,7613996.0
2017-02-22,495.0750122070313,-0.9898,0.116,0.828,0.055,507.5,507.5,493.2000122070313,6607838.0
2017-02-23,504.4249877929688,0.993,0.016,0.895,0.089,499.4500122070313,510.0,496.6749877929688,9542656.0
2017-02-27,506.2000122070313,0.9843,0.0,0.838,0.162,503.6499938964844,511.5,503.4750061035156,5328696.0
2017-02-28,506.2000122070313,0.7105,0.017,0.932,0.052,505.9249877929688,511.3500061035156,504.625,5940132.0
2017-03-01,512.5750122070312,0.994,0.0,0.82,0.18,506.0,513.5,505.0499877929688,4282448.0
2017-03-02,511.6499938964844,0.9609,0.0,0.919,0.081,512.2000122070312,514.0,508.25,2948498.0
2017-03-03,515.5999755859375,0.9826,0.034,0.827,0.139,505.125,517.1500244140625,500.2000122070313,5401612.0
2017-03-06,516.9500122070312,0.8555,0.01,0.935,0.054,510.0249938964844,517.9749755859375,509.8500061035156,5286386.0
2017-03-07,509.8999938964844,0.9877,0.034,0.833,0.134,511.0,512.9000244140625,507.3500061035156,4644496.0
2017-03-08,503.8999938964844,0.992,0.018,0.862,0.121,508.4500122070313,508.4500122070313,502.2250061035156,6179176.0
2017-03-09,505.7749938964844,0.9972,0.022,0.789,0.189,503.8999938964844,506.5,499.5,3480630.0
2017-03-10,510.9249877929688,0.9876,0.024,0.865,0.111,507.5,513.8250122070312,506.7000122070313,4550324.0
2017-03-14,517.4000244140625,0.9536,0.013,0.87,0.118,511.3999938964844,520.9500122070312,511.3999938964844,7878396.0
2017-03-15,505.9750061035156,0.9978,0.016,0.797,0.187,517.4500122070312,517.4500122070312,503.75,6373978.0
2017-03-16,514.4249877929688,0.9952,0.018,0.768,0.213,506.6499938964844,515.8499755859375,506.6499938964844,6702956.0
2017-03-17,520.1500244140625,0.9828,0.023,0.869,0.108,517.7000122070312,521.4500122070312,509.625,9507846.0
2017-03-20,510.75,0.9934,0.016,0.876,0.108,513.2750244140625,513.2750244140625,507.5499877929688,4427388.0
2017-03-21,516.4249877929688,0.997,0.01,0.807,0.183,510.4500122070313,517.4749755859375,509.3999938964844,4869584.0
2017-03-22,513.8499755859375,0.9924,0.011,0.877,0.112,511.2250061035156,519.9749755859375,510.2000122070313,3990852.0
2017-03-23,520.2249755859375,0.9848,0.019,0.882,0.1,514.125,521.5,513.2999877929688,4501662.0
2017-03-24,515.7000122070312,0.97,0.0,0.884,0.116,519.0,522.0,513.8499755859375,4883896.0
2017-03-27,514.4249877929688,0.9788,0.027,0.793,0.18,513.5999755859375,520.9249877929688,512.25,7684824.0
2017-03-28,517.5750122070312,0.9618,0.0,0.866,0.134,515.75,519.5,515.0250244140625,4796796.0
2017-03-29,515.9249877929688,0.969,0.01,0.864,0.127,517.1500244140625,520.75,512.9249877929688,6981186.0
2017-03-30,512.75,0.9883,0.028,0.764,0.208,517.0,517.9500122070312,510.125,12157180.0
2017-03-31,511.125,0.9734,0.01,0.862,0.127,511.625,514.6500244140625,504.0,14153854.0
2017-04-03,504.3999938964844,-0.995,0.116,0.799,0.085,516.0750122070312,516.2249755859375,503.0499877929688,4315600.0
2017-04-05,497.9750061035156,0.9965,0.023,0.807,0.17,502.5,502.7000122070313,495.5,7398338.0
2017-04-06,499.7999877929688,0.9718,0.021,0.905,0.074,499.0750122070313,502.8999938964844,496.0,5379008.0
2017-04-07,490.7749938964844,0.9926,0.012,0.851,0.138,500.4500122070313,500.4500122070313,489.5,6404508.0
2017-04-10,476.7000122070313,0.9848,0.034,0.858,0.107,492.4500122070313,494.75,475.0499877929688,9528472.0
2017-04-11,483.5750122070313,0.9958,0.03,0.803,0.166,478.0249938964844,485.8500061035156,478.0249938964844,8655466.0
2017-04-12,484.4249877929688,0.9936,0.026,0.888,0.087,485.0,488.4500122070313,480.1749877929688,6696752.0
2017-04-13,465.7000122070313,0.9999,0.051,0.849,0.1,485.0,495.0,463.3250122070313,30973188.0
2017-04-17,462.4500122070313,0.9117,0.058,0.878,0.064,465.0,466.0499877929688,461.75,7213434.0
2017-04-18,461.3250122070313,0.9929,0.018,0.869,0.113,462.375,467.0,459.5499877929688,4647518.0
2017-04-19,459.6000061035156,0.995,0.01,0.887,0.102,461.5,465.0,456.3250122070313,10071702.0
2017-04-20,463.6499938964844,-0.9805,0.094,0.859,0.047,460.75,464.8500061035156,459.2749938964844,4549000.0
2017-04-21,461.8500061035156,0.9903,0.021,0.859,0.121,467.3999938964844,467.3999938964844,460.5499877929688,3577466.0
2017-04-24,463.2749938964844,-0.9968,0.131,0.788,0.081,458.75,464.25,456.5,5556666.0
2017-04-25,464.6749877929688,0.9865,0.026,0.902,0.073,462.9500122070313,466.5,460.2749938964844,4737060.0
2017-04-26,457.125,0.9906,0.009,0.862,0.129,464.9750061035156,467.7749938964844,455.1000061035156,9084496.0
2017-04-27,462.625,0.9987,0.011,0.786,0.203,458.0,464.5,458.0,7797208.0
2017-04-28,459.4750061035156,0.9892,0.017,0.889,0.094,463.4249877929688,463.7000122070313,457.7999877929688,5029702.0
2017-05-02,461.2999877929688,0.9996,0.037,0.891,0.072,462.0,463.2000122070313,457.5499877929688,3231126.0
2017-05-03,467.1499938964844,0.9996,0.038,0.85,0.112,463.25,469.5499877929688,458.8250122070313,4659448.0
2017-05-04,468.8250122070313,0.9983,0.017,0.861,0.123,468.5,469.8250122070313,464.4500122070313,5279806.0
2017-05-05,465.75,0.782,0.045,0.887,0.068,468.0,468.6749877929688,460.0,4432788.0
2017-05-08,472.75,0.7752,0.039,0.895,0.066,469.0,474.2749938964844,466.0,4707098.0
2017-05-09,473.3250122070313,0.9167,0.006,0.974,0.019,475.2999877929688,475.9750061035156,471.0499877929688,5649372.0
2017-05-10,471.8250122070313,-0.5575,0.04,0.925,0.034,473.5750122070313,475.0,468.5750122070313,3364302.0
2017-05-11,472.0499877929688,0.9917,0.054,0.841,0.105,473.4249877929688,474.9249877929688,468.7749938964844,3229482.0
2017-05-12,482.125,0.9636,0.044,0.894,0.062,476.5,483.0,475.7250061035156,10979996.0
2017-05-15,475.7749938964844,0.9272,0.056,0.838,0.105,481.75,481.75,474.5499877929688,7297164.0
2017-05-16,477.5,0.9981,0.019,0.839,0.142,476.5499877929688,480.0750122070313,473.4750061035156,6130168.0
2017-05-17,476.3999938964844,0.9985,0.017,0.863,0.12,475.7999877929688,479.2250061035156,471.9249877929688,2915508.0
2017-05-18,480.875,0.9993,0.002,0.851,0.147,471.5,486.9500122070313,471.4249877929688,8057848.0
2017-05-19,478.9750061035156,0.9931,0.012,0.862,0.127,480.75,481.3500061035156,473.9249877929688,4257396.0
2017-05-22,480.7250061035156,0.9754,0.034,0.865,0.102,479.2000122070313,483.4500122070313,478.2749938964844,5503052.0
2017-05-23,478.6499938964844,0.9867,0.022,0.901,0.076,482.3250122070313,483.5,477.0499877929688,4039982.0
2017-05-24,477.3999938964844,0.9978,0.019,0.889,0.092,480.0,482.75,474.7999877929688,5636286.0
2017-05-25,491.6499938964844,0.994,0.038,0.9,0.062,480.5,493.2999877929688,480.5,10438514.0
2017-05-26,497.8500061035156,0.988,0.031,0.881,0.087,493.5,500.0,490.2999877929688,4988004.0
2017-05-29,492.5750122070313,0.981,0.029,0.861,0.11,495.4500122070313,498.3500061035156,487.8500061035156,6308434.0
2017-05-30,498.1000061035156,0.9886,0.036,0.811,0.153,491.0,500.0,489.3250122070313,3716910.0
2017-05-31,488.5249938964844,-0.9786,0.077,0.872,0.051,496.7749938964844,496.7749938964844,487.4249877929688,7763900.0
2017-06-01,485.7000122070313,-0.9902,0.096,0.833,0.07,484.6499938964844,489.8500061035156,479.2749938964844,5508606.0
