Date,Open,High,Low,Close,Adj Close,Volume
2021-03-12,816.5,818.7000122070312,802.0,805.9500122070312,805.9500122070312,2082799
2021-03-15,807.9000244140625,808.9000244140625,790.0,805.5,805.5,2651062
2021-03-16,805.0999755859375,808.5,787.0,792.2999877929688,792.2999877929688,3671229
2021-03-17,794.7999877929688,794.7999877929688,770.0,772.1500244140625,772.1500244140625,3246092
2021-03-18,776.0,778.4500122070312,750.8499755859375,755.1500244140625,755.1500244140625,2894624
2021-03-19,751.0,767.25,738.0999755859375,760.6500244140625,760.6500244140625,5262000
2021-03-22,762.0,784.5999755859375,758.7000122070312,772.8499755859375,772.8499755859375,3563266
2021-03-23,775.0,779.4000244140625,768.4000244140625,776.0999755859375,776.0999755859375,2118532
2021-03-24,777.7999877929688,798.7000122070312,772.6500244140625,792.9500122070312,792.9500122070312,6904173
2021-03-25,796.9000244140625,802.2999877929688,783.2999877929688,787.25,787.25,5292130
2021-03-26,791.0,799.0,781.25,787.4500122070312,787.4500122070312,2934548
2021-03-30,790.25,815.9000244140625,790.25,812.2000122070312,812.2000122070312,4453933
2021-03-31,811.0,823.9500122070312,805.0,815.0999755859375,815.0999755859375,3075406
2021-04-01,819.5,824.0,811.5999755859375,818.2999877929688,818.2999877929688,1910949
2021-04-05,825.0,827.0,806.0999755859375,819.75,819.75,2920638
2021-04-06,824.0,845.0,821.8499755859375,836.1500244140625,836.1500244140625,4569120
2021-04-07,836.1500244140625,844.9000244140625,830.25,840.8499755859375,840.8499755859375,2404472
2021-04-08,843.0,850.4500122070312,838.4000244140625,842.0,842.0,2459821
2021-04-09,840.9000244140625,892.2999877929688,836.6500244140625,883.0499877929688,883.0499877929688,11189432
2021-04-12,890.0,940.0,879.1500244140625,902.4000244140625,902.4000244140625,30141861
2021-04-13,921.9500122070312,932.5999755859375,878.2999877929688,885.2000122070312,885.2000122070312,11667200
2021-04-15,898.7999877929688,925.4000244140625,883.9000244140625,914.2000122070312,914.2000122070312,13218002
2021-04-16,919.75,944.25,910.9000244140625,938.0499877929688,938.0499877929688,13746268
